mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,labels,file_paths
-256.89548,130.32265,17.978855,64.91936,5.1540866,16.469522,-9.885748,9.120522,-5.995574,-1.8448594,0.65137887,-10.272392,3.511537,-9.75849,4.061604,-6.3162413,-1.2444714,0.8889847,-2.7551606,-0.09856773,-3.2756922,-0.47955775,-6.1832976,-1.1809733,-5.643419,-1.2030659,-4.895271,-4.957814,-1.7078336,-7.6066847,-0.9343539,-3.4777756,-2.1015046,-0.95233744,-2.310093,-4.1882653,-2.6570556,-2.8747385,-4.5025744,-3.43308,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file16165.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-231.76749,108.19086,-19.503477,48.66549,-31.858774,-24.555428,-32.434807,-21.207607,-25.51264,-7.4632716,-18.84323,-6.3190575,-13.84777,-7.900342,5.4707417,-22.086498,1.5871061,-10.402158,-1.2949241,-14.00056,-6.5148015,-2.942949,-18.55036,-1.3675189,-9.453824,-5.837252,-8.94568,-0.2371834,-1.0094888,3.374453,1.182346,-2.2417436,2.580991,-2.986012,5.4887705,4.679586,6.7395015,3.810885,7.8397236,5.0392637,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file33663.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-185.68959,135.05899,-47.54191,59.2528,12.823281,4.9138,-8.793557,5.616184,-11.898622,2.9159038,-3.5863917,-4.669968,4.8380485,-10.987556,3.8860211,-4.1543484,0.75144684,0.027387466,4.7214894,-1.7662766,-1.2996725,0.926025,-5.8555636,-2.4210768,-3.092925,1.5792222,-6.1036525,-0.55554247,-2.5479531,0.42208508,-0.2894657,-3.7291594,1.4136219,-3.5541635,-0.71493155,-2.4488013,-1.4455681,-3.0956025,-0.10623523,0.4378316,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file9198.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-213.63681,129.47966,-54.141224,42.469486,-24.3707,10.173467,-8.417238,-26.642345,-1.7624693,-20.673265,-1.2817689,-9.291255,-12.553279,-3.6702182,-9.589052,-4.780704,-6.4226785,-9.043809,-5.5488105,-11.472199,-16.420084,-10.097005,-8.997859,-2.9387765,0.7288872,-6.6182594,-10.0214,-11.349408,-10.134037,-4.4865313,-5.988533,-12.887574,-8.164421,-6.299462,-6.9860225,-3.6732802,-5.8741965,-3.857786,-2.2041922,-3.6849434,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file31082.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-212.45451,94.48278,-40.604614,40.375755,-45.975662,-2.5402892,-25.299894,-1.4710413,-18.910583,-5.4437017,-4.317745,-8.749221,5.691505,-3.5522432,-0.75020844,-11.504483,5.4945636,-9.022623,0.3894507,-5.512509,-2.33682,0.8993546,-6.789938,0.41750488,-5.0983005,5.634226,-3.2794278,7.2307086,5.2091603,7.053739,7.556706,4.6785154,5.618482,-5.084159,1.5359464,-4.258206,1.5314729,-2.2283533,-4.6906033,-1.6016674,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file33959.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-217.83037,154.07442,0.8890911,43.684,-23.90121,19.051722,-13.689184,5.392579,-2.40482,-7.7912283,1.0121737,-3.1076808,8.047367,-6.276031,1.384419,-0.70309204,-2.5955508,-6.876194,1.344818,-3.8213582,-6.612196,-0.61297095,-3.1206799,-0.63094425,-3.2117205,0.16118345,-4.0035286,-0.93192595,-2.9962826,-1.7364811,2.176181,0.21108837,-2.6972096,-0.6760918,-1.3092667,-5.161126,1.9204448,-5.08629,-2.1877806,-2.964876,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file30560.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-198.59537,169.66391,-12.991475,33.37954,-0.88758534,22.255106,-7.234125,-5.1428103,13.747754,-12.602153,1.5588242,-0.33128324,6.2347784,-1.0188366,-5.171318,7.834422,-0.74991924,2.1029334,-0.19835113,-0.2700083,-1.4417216,-2.882872,-0.20496392,-6.91677,-1.7395871,-2.280127,-5.205607,-1.9631486,-0.69188845,-0.3340291,-4.460906,0.015399611,1.5105792,-3.2860541,-2.3062763,-0.67553055,-1.8717192,-2.4420938,-0.40734702,-3.8374643,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file9582.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-229.00552,104.346275,-26.594477,53.168194,-32.626568,10.9532385,-28.793667,-9.816527,-35.189182,-10.695003,-15.178794,-15.674084,1.1245753,-12.881833,-2.6857033,-15.480201,4.0088043,-18.997559,-9.892776,-7.6733336,-1.3567847,-8.191333,-11.149723,9.104151,-14.47193,-3.9593694,-4.460914,-5.3618684,-5.6344213,0.8698628,-0.6363911,1.0474049,0.3468295,-4.702842,1.9436936,-8.73489,2.5148845,-0.68673116,1.0254282,-1.5357952,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file15266.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-200.74463,146.82773,-39.893593,49.42168,-10.719887,3.352231,-12.066415,-11.228796,-5.615872,-3.8891788,3.6763203,-13.900228,6.52442,-5.007558,-5.0403566,-5.5745273,-7.4381995,3.108234,-5.6850567,4.7779326,5.287874,3.891085,2.4707406,6.6858873,11.082739,2.6353643,3.0016525,-2.8831916,-1.9548899,-2.6242428,-4.3643446,-1.2234659,-4.507367,-2.3092394,-3.4779394,-3.380488,-0.37855867,-3.3090203,-4.978587,-3.816997,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file14688.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-208.06317,94.86061,-65.469864,70.56915,-35.997787,33.390396,-32.27343,14.746755,-22.093788,7.37512,-3.79861,-6.1391335,7.518852,-18.193075,16.07035,-12.098987,5.8590865,-7.44695,4.916376,-6.1947484,0.96883285,4.019137,-5.1331725,3.8273485,-8.206309,2.7549999,-5.6341004,6.481008,-7.022543,2.5794148,-1.9800546,-4.187839,0.13579251,-4.6712666,3.7553296,-6.413244,1.0471689,-6.584897,1.1030594,-5.749959,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file25628.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-213.81578,124.47771,-29.086906,81.192406,-29.639172,23.647099,-12.237344,10.676737,11.463595,-1.5693809,25.162132,-4.9545474,8.651726,-5.014242,5.191219,2.3209066,1.5181249,7.4150186,0.38177794,13.778089,1.9418164,6.220797,5.001629,6.1461945,8.767876,3.5452302,5.4773965,-0.3858542,4.237981,1.8682857,-1.5036198,0.55715287,0.035344608,-0.00074547733,3.132257,3.6892884,-1.4833252,3.5834844,2.211732,-1.8286583,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file26131.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-254.9523,94.02315,-14.33904,52.919373,-47.501083,9.697614,-38.647266,-6.877005,-36.009624,-1.2008195,-9.503358,-10.977341,-5.6546516,-12.735081,3.3562725,-24.765648,3.7824883,-14.537506,6.7011037,-7.29177,-3.6632855,2.6141317,-8.515526,-0.5023451,-10.853345,2.8400314,-11.498287,0.27644992,-2.7060657,5.6337833,1.086071,2.5449076,5.7035594,-4.9814124,1.3613559,-7.124905,5.290538,-3.514452,1.2544767,-2.7211838,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28395.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-217.35376,161.07098,-42.99594,25.787527,0.5991681,-34.09671,-20.528635,-11.791927,-21.061087,5.878609,-11.087129,-5.3234034,-6.745324,-8.846745,-3.6875746,-12.856999,6.9144883,-5.4386444,-5.9689016,-8.955457,-4.703655,-7.9655075,-5.079428,-3.892683,-11.500712,0.9316425,-4.29526,4.1170025,0.03307352,1.4156445,0.48567742,2.8951423,9.528824,8.243511,13.758985,7.260395,8.262293,0.33514217,1.7765636,-0.70844114,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file683.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-182.09114,85.27184,-25.251526,51.589714,-53.199203,12.169436,-53.727715,-15.08181,-15.138532,10.02145,-20.189917,-19.731096,-0.62853444,-11.063303,-3.7854347,-25.913502,7.0516744,-16.912489,-4.7374864,-8.347854,0.3343488,-4.7498217,-8.628029,-1.1491044,-14.874067,3.345333,-7.2222576,4.501852,-5.045811,3.540111,0.08253082,0.49419838,3.1489625,-2.967525,5.997603,-3.6091166,4.6391106,-4.2849884,3.237607,-1.0489709,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file11253.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-217.12009,101.82201,-36.585236,53.646675,-40.37693,-3.9827473,-32.431557,-21.497105,-25.620642,-4.057849,-15.373482,-6.1939354,-8.532537,-7.81493,-3.5317326,-28.668486,1.2744807,-18.769518,-0.40504715,-10.773598,-7.9084277,-4.6449575,-13.585797,0.6319521,-11.993241,1.9835429,-4.154912,0.38916168,-3.3247902,0.6799498,0.49117446,1.6449026,7.4840713,2.9673326,4.789619,-1.2904681,2.5801601,-6.120226,0.69601846,-2.9770696,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file34043.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-178.18399,114.44109,-27.696796,59.383884,3.7061646,24.502693,-25.397396,5.497833,-11.8971815,-8.453776,-8.884459,-7.8635583,-7.845368,-22.904886,-1.5424663,-13.452712,-2.2564087,-16.779573,-1.800125,-6.0568337,-8.1927,-0.56697786,-9.703792,-0.93327594,-11.769955,-1.9230803,-6.683676,-3.8285158,-1.7200675,-3.1307952,-2.0097058,-0.9326862,-0.2448542,-1.2429184,6.0665407,4.0053706,12.576242,8.219923,6.684633,0.8736954,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file3205.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-291.85306,126.23046,-29.21024,27.788498,-34.33052,-13.700296,-24.982307,-13.021494,-19.63069,-1.6445758,-15.688405,-17.827389,-9.8414135,-7.973809,-4.8565917,-19.377151,-4.8181458,-9.806191,-3.7323272,-14.866178,0.32605848,-3.2875566,-8.4186735,0.94241893,-9.79893,-0.084630616,-6.612696,-0.41280365,-6.794682,-1.6681291,-1.741671,-4.0175743,2.6938746,-1.2875718,4.364273,0.6487016,1.6481063,-0.84598523,1.5704949,0.7416912,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file2098.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-260.9076,91.18456,-48.17773,24.000362,-39.282787,-8.43366,-23.956556,-13.320533,-19.716747,-5.7930617,-23.084276,-8.994325,-11.146356,-10.165128,9.457866,-19.64575,1.3159685,-5.0042305,3.6013892,-6.168577,-1.0093807,-5.545627,-17.78238,-0.09258823,-2.0886538,7.3675537,-2.8535233,0.97292286,-5.0491295,0.7621183,-1.401538,-1.6485597,3.7802317,-0.37131083,4.5883985,-10.514881,2.0535328,4.9196157,7.082777,0.71891546,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file3476.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-252.37476,140.682,-32.718315,9.112508,-27.726843,-32.79321,-25.56204,-7.3554893,-30.952572,-15.3209915,-12.980571,-15.429032,-18.85626,-7.446719,0.5056824,-16.532108,-1.459997,-12.475077,-0.034060158,-5.811017,-8.321376,-1.4042424,-5.859187,-1.2385397,-4.659005,4.1597786,-2.5094457,-1.1250472,0.5866272,4.254926,2.936068,-1.1467104,-0.19339551,-0.9684557,1.2037073,-4.325175,-0.4962229,0.19941655,2.5657864,1.0061467,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file21578.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-221.77847,81.23046,-28.62729,50.041622,-40.785458,-3.9934995,-37.394962,-15.127331,-15.394656,1.8706307,-24.13817,-6.6303234,-2.4839709,-11.642786,5.2159195,-20.979954,0.9462509,-14.979899,-0.5876072,-5.568648,-7.8020525,-9.050577,-7.441504,3.2352831,-4.8209248,7.184677,3.088442,6.2759833,-2.77192,10.709679,1.5850704,2.3902264,8.590989,0.994634,3.0048287,-3.41211,6.954361,-1.1484075,2.3864703,-6.579615,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file16920.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-248.36739,173.80118,-26.758272,63.28773,-2.5232441,11.652821,3.3312721,2.2228358,0.02206604,2.3438241,11.662899,-15.141251,7.5687733,-3.692493,-4.0181518,6.1905737,-5.860424,1.0487978,-0.0519146,1.4157422,-2.2677047,2.8289971,-0.5279117,-6.261309,0.10229628,-2.7515085,-0.018832345,-3.0834894,-2.6776934,-0.94682366,-3.3180525,-1.0774465,-1.6477523,-0.1836645,-1.5497493,-0.6211448,-0.36281034,-2.8381395,0.55154765,-1.1957568,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file15103.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-235.12105,77.14223,-9.317564,53.21387,-32.270874,-5.527956,-43.668026,-5.3919153,-26.883307,-17.700518,-20.634624,-14.191267,-11.0251045,-9.559475,7.1379914,-24.656275,1.7298181,-6.6542354,-1.4483131,-10.95914,-11.480566,-7.472287,-9.922569,-3.7797844,-12.29026,1.9704612,-4.5942187,1.6446061,-2.0594566,4.7212596,1.012982,-2.0298436,2.203792,0.59385836,8.07042,-0.95312834,5.267178,1.80183,0.5266313,-4.525016,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file19050.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-267.79086,144.04572,-52.26137,38.586964,-13.340713,1.4877594,-20.595226,-5.284808,-9.379726,-2.3149042,-9.209627,-3.123728,4.0597334,-10.250134,9.315414,-6.4735007,1.1674498,-3.7913969,-2.2765775,2.110771,-1.0113579,7.052682,0.8790503,-3.2531083,-1.1309685,4.8672547,-0.14020133,5.518673,0.50081706,2.279489,3.8281558,-0.042508774,1.9416685,-1.2529541,3.8065574,2.1976914,2.7210724,-1.7878197,3.1119542,4.8196287,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file33010.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-225.22113,148.80666,-57.63206,65.26886,-9.505277,2.2390869,6.5870557,-7.8106313,-6.431246,-2.7504792,0.45259038,-10.705751,7.1237826,-13.523126,-0.20631535,6.875905,-10.938222,3.806378,0.9687167,0.6616417,-2.9162767,0.97271955,1.8228168,-3.5112298,-0.7715871,-2.5913663,-1.5230266,-4.4506927,0.16941944,-1.2657018,-1.2616521,2.6235976,-0.263142,2.1991189,-0.78164065,-1.304002,-1.6027211,-0.83242464,-2.8617325,-4.4588823,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file8929.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-226.3363,108.457085,-19.118433,56.549767,-37.66234,-7.0517955,-36.63664,-14.969489,-15.926793,-4.407787,-20.822756,-8.046349,-7.140399,-15.886737,-3.6098025,-18.466833,0.51804626,-15.040259,-5.283899,-15.303667,-7.2829595,-9.054792,-5.7974963,5.2930584,-5.008463,6.442584,-5.463944,2.735644,-3.6624672,2.6690981,-3.8255644,-5.077769,-4.745566,-8.990002,3.3402016,-5.383004,-1.151021,-9.431687,-1.2278591,-2.73086,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file33506.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-240.85028,111.11164,-29.00877,31.018127,-37.794884,-25.011242,-22.590479,-16.212166,-21.99227,-5.571767,-22.528225,-4.0303144,-0.47306797,-7.562753,-4.6161613,-21.925549,1.7295866,-11.206033,-1.067422,-5.66568,-4.9591866,-1.2901442,-1.3627863,10.978038,4.0758443,8.4821,1.9934487,3.1861343,-4.538484,-0.40713176,-2.4348564,-2.5346656,-4.8464217,-8.744925,-0.5112985,-4.8473315,3.9490416,-4.69507,-4.631267,-4.6218734,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file16716.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-218.56789,112.633865,-14.985393,40.452282,-26.798512,-2.477135,-31.042807,-22.893482,-16.928736,-1.1105733,-21.190634,-9.329182,-8.703829,-9.09271,0.6091297,-17.668245,-0.87058944,-15.686187,-1.4743354,-16.415497,-8.335904,-3.3404748,-12.374285,0.40786725,-9.104805,-1.0336654,-5.6172605,2.380551,-5.1463346,-1.7201501,-3.8729298,-5.0325017,0.7415379,-5.0759535,1.7473445,-3.6248484,-1.4012725,-3.6572123,5.686587,4.2477922,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file26358.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-192.14778,155.64507,-16.793715,57.981174,-1.3854953,27.552044,-22.637545,-1.2929368,-23.561941,-1.7861167,-4.1198597,-15.317596,9.688162,-14.0125265,10.5040455,-5.053379,-3.058776,-8.107946,-1.8979415,-4.8799887,-12.184208,-0.4523403,-11.823487,-0.5652677,-9.057478,0.6281306,-2.8128693,-5.55788,-0.6175693,-6.258505,-2.5023577,-6.155501,-1.5470314,-4.631519,1.3826107,-2.7732306,-3.5523236,-1.7419114,-4.134559,-1.6511242,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file7059.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-169.66971,143.45795,-37.78615,51.38718,-6.8040895,20.658503,-32.145702,13.828174,-4.9694486,13.175885,-0.6217551,-4.168354,9.646466,-8.151886,11.401212,-13.458731,6.501446,2.247771,6.394402,-1.1320642,1.1098088,-0.36928904,-3.7512023,7.253339,-6.613016,3.0202854,-7.0485845,0.99620765,-3.497697,-2.8358462,-3.9200625,-6.5641074,-0.985947,-6.580714,3.273993,0.107313685,-0.6051613,-4.2168427,1.8485653,0.22881298,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file26974.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
